구분,상품명,금융회사,상품유형,최초판매일,판매여부,중도해지,납입원금_24년4분기,적립금_24년4분기,수익률_24년4분기,적립률_24년4분기,공시이율_24년4분기,납입원금_24년,적립금_24년,수익률_24년,적립률_24년,공시이율_24년,장기수익율_3년,장기수익율_5년,장기수익율_7년,장기수익율_10년,장기수수료율_3년,장기수수료율_5년,장기수수료율_7년,장기수수료율_10년
연금저축생명보험,인터넷연금저축보험1.9無,삼성생명보험,금리연동형,2019-01-01,중단,불가능,18163,18653,1.84,0,0,18163,18653,1.84,0,0,1.48,0.72,0,0,1.05,1.65,0,0
연금저축생명보험,연금저축 하이드림연금보험,한화생명보험,금리연동형,2001-04-01,중단,불가능,4209,18650,16.5,0,0,4209,18650,16.5,0,0,15.39,15.92,15.48,15.23,0.5,0.44,0.39,0.34
연금저축생명보험,연금저축골드연금보험1.5無(일반용),삼성생명보험,금리연동형,2017-01-01,중단,불가능,17892,18345,1.87,0,0,17892,18345,1.87,0,0,1.47,1.01,0.33,0,1.08,1.4,2.14,0
연금저축생명보험,연금저축 미래로기업복지연금보험,한화생명보험,금리연동형,2011-06-01,중단,불가능,16910,18329,2.16,0,0,16910,18329,2.16,0,0,1.95,1.73,1.4,1.14,0.38,0.53,0.67,0.96
연금저축생명보험,인터넷연금저축보험1.6無,삼성생명보험,금리연동형,2017-01-01,중단,불가능,17123,18262,2.32,0,0,17123,18262,2.32,0,0,2.03,1.67,1.26,0,0.62,0.83,1.3,0
연금저축생명보험,연금저축교보연금보험,교보생명보험,금리연동형,2020-04-13,중단,불가능,18644,18056,0.41,0,0,18644,18056,0.41,0,0,-0.45,-12.55,0,0,2.75,0,0,0
연금저축생명보험,연금저축골드연금보험(공시이율형),삼성생명보험,금리연동형,2001-03-02,중단,불가능,9853,17998,4.85,0,0,9853,17998,4.85,0,0,4.88,4.34,4.15,3.94,0.17,0.18,0.19,0.2
연금저축생명보험,연금저축교보기업복지연금보험,교보생명보험,금리연동형,2009-10-01,중단,불가능,16593,17968,2.31,0,0,16593,17968,2.31,0,0,2.16,1.75,1.55,1.23,0.64,0.92,0.95,1.28
연금저축생명보험,무배당 IBK 세액공제연금저축보험_2001,아이비케이연금보험 ,금리연동형,2020-01-01,중단,불가능,17956,17915,1.26,0,0,17956,17915,1.26,0,0,0.58,0,0,0,1.93,0,0,0
연금저축생명보험,한화생명 연금저축 하이드림연금보험,한화생명보험,금리연동형,2023-04-01,중단,불가능,19244,17851,-7.33,0,0,19244,17851,-7.33,0,0,0,0,0,0,0,0,0,0
연금저축생명보험,신한Smart인터넷연금저축보험,신한라이프생명보험,금리연동형,2013-04-15,중단,불가능,22672,17726,1.9,0,0,22672,17726,1.9,0,0,1.92,1.62,1.52,1.15,0.35,0.42,0.53,1
연금저축생명보험,인터넷연금저축보험2.2無,삼성생명보험,금리연동형,2021-05-03,중단,불가능,17729,17637,1,0,0,17729,17637,1,0,0,-0.7,0,0,0,2.98,0,0,0
연금저축생명보험,연금저축베스트라이프연금보험,교보생명보험,금리연동형,2001-02-01,중단,불가능,17277,17315,3.74,0,0,17277,17315,3.74,0,0,3.8,3.84,3.84,3.72,0.14,0.15,0.16,0.17
연금저축생명보험,삼성 인터넷NEW연금저축보험(2401),삼성생명보험,금리연동형,2024-01-01,중단,불가능,16734,16742,0.16,130.27,2.9,16734,16742,0.16,130.27,2.9,0,0,0,0,0,0,0,0
연금저축생명보험,연금저축 미래로기업복지연금보험,한화생명보험,금리연동형,2008-04-01,중단,불가능,14008,16683,2.64,0,0,14008,16683,2.64,0,0,2.04,2.09,2.5,2.11,0.43,0.45,0.51,0.66
연금저축생명보험,현대라이프 연금보험 연금저축(법인),푸본현대생명보험,금리연동형,2013-06-10,중단,불가능,15080,16589,2.52,0,0,15080,16589,2.52,0,0,2.35,2.1,1.95,1.39,0.82,0.94,1.14,1.94
연금저축생명보험,한화생명 연금저축하이드림연금보험,한화생명보험,금리연동형,2023-01-01,중단,불가능,17564,16248,-4.84,0,0,17564,16248,-4.84,0,0,0,0,0,0,0,0,0,0
연금저축생명보험,연금저축 우리희망연금보험(v.1.1),DGB생명보험,금리연동형,2011-04-01,중단,불가능,21458,15991,1.91,0,0,21458,15991,1.91,0,0,1.93,2.21,2.26,1.99,0.12,0.22,0.36,0.74
연금저축생명보험,무배당 IBK e-세액공제연금저축보험_1904,아이비케이연금보험 ,금리연동형,2019-04-01,중단,불가능,15326,15842,1.98,0,0,15326,15842,1.98,0,0,1.56,0.66,0,0,1.05,1.84,0,0
연금저축생명보험,연금저축 우리희망자유적립식연금보험,DGB생명보험,금리연동형,2008-08-11,중단,불가능,14876,15643,2.89,0,0,14876,15643,2.89,0,0,3.15,3.07,2.99,2.84,0.14,0.15,0.22,0.43
연금저축생명보험,한화생명 연금저축미래로기업복지연금보험,한화생명보험,금리연동형,2021-08-01,중단,불가능,16237,15529,-0.77,0,0,16237,15529,-0.77,0,0,-4.47,0,0,0,5.82,0,0,0
연금저축생명보험,연금저축 무배당 KDB다이렉트연금보험,케이디비생명보험,금리연동형,2015-04-01,중단,불가능,13599,15388,3.1,0,0,13599,15388,3.1,0,0,2.8,2.54,2.29,0,0.39,0.51,0.74,0
연금저축생명보험,인터넷연금저축보험1.5無,삼성생명보험,금리연동형,2016-04-01,중단,불가능,14152,15369,2.42,0,0,14152,15369,2.42,0,0,2.17,1.85,1.63,0,0.52,0.69,0.99,0
연금저축생명보험,연금저축 하이드림Free연금보험,한화생명보험,금리연동형,2011-04-01,중단,불가능,12764,15123,3.58,0,0,12764,15123,3.58,0,0,5.04,6.23,5.35,3.33,0.22,0.28,0.37,0.64
연금저축생명보험,한화생명 연금저축미래로기업복지연금보험2204,한화생명보험,금리연동형,2022-04-16,중단,불가능,15772,15108,-1.36,0,0,15772,15108,-1.36,0,0,0,0,0,0,0,0,0,0
연금저축생명보험,연금저축교보First연금보험,교보생명보험,금리연동형,2013-03-13,중단,불가능,13610,15100,2.74,0,0,13610,15100,2.74,0,0,2.52,2.15,1.88,1.33,0.32,0.67,0.69,1.21
연금저축생명보험,연금저축 참알찬연금보험,신한라이프생명보험,금리연동형,2003-01-02,중단,불가능,20762,15065,2.01,0,0,20762,15065,2.01,0,0,2.06,2.12,2.15,2.24,0.16,0.17,0.19,0.22
연금저축생명보험,연금저축 신한해피라이프자유적립보험,신한라이프생명보험,금리연동형,2006-03-27,중단,불가능,22189,14884,1.68,0,0,22189,14884,1.68,0,0,1.75,1.68,1.79,1.8,0.1,0.11,0.13,0.27
연금저축생명보험,(연금저축)자유적립연금보험,케이디비생명보험,금리연동형,2011-04-01,중단,불가능,11869,14717,3.63,0,0,11869,14717,3.63,0,0,3.5,3.01,2.67,2.15,0.21,0.29,0.43,0.79
연금저축생명보험,VIP참연금저축보험Ⅱ,신한라이프생명보험,금리연동형,2015-01-01,중단,불가능,20410,14464,1.43,0,0,20410,14464,1.43,0,0,1.45,1.23,1.09,-2.25,0.44,0.64,0.91,3.73
연금저축생명보험,연금저축흥국드림테크연금보험II,흥국생명보험,금리연동형,2005-09-13,중단,불가능,7866,14379,4.51,0,0,7866,14379,4.51,0,0,3.93,3.47,3.31,3.24,0.11,0.11,0.12,0.14
연금저축생명보험,한화생명 연금저축미래로기업복지연금보험,한화생명보험,금리연동형,2019-03-30,중단,불가능,14916,14333,0.22,0,0,14916,14333,0.22,0,0,-0.43,-1.71,0,0,1.63,3.04,0,0
연금저축생명보험,한화생명 연금저축스마트하이드림연금보험,한화생명보험,금리연동형,2020-01-01,중단,불가능,14663,14301,0.46,0,0,14663,14301,0.46,0,0,-0.14,-6.56,0,0,1.93,6.36,0,0
연금저축생명보험,연금저축 참알찬연금보험Ⅲ,신한라이프생명보험,금리연동형,2009-10-01,중단,불가능,19377,14192,1.8,0,0,19377,14192,1.8,0,0,1.86,1.79,1.77,1.68,0.15,0.16,0.22,0.5
연금저축생명보험,연금저축흥국드림테크연금보험,흥국생명보험,금리연동형,2005-06-21,중단,불가능,6767,13895,5.09,0,0,6767,13895,5.09,0,0,4.46,3.92,3.73,3.59,0.12,0.12,0.13,0.15
연금저축생명보험,무배당 IBK e-세액공제연금저축보험_2001,아이비케이연금보험 ,금리연동형,2020-01-01,중단,불가능,13470,13731,1.73,0,0,13470,13731,1.73,0,0,1.23,0,0,0,1.33,0,0,0
연금저축생명보험,한화생명 e연금저축보험 무배당,한화생명보험,금리연동형,2018-04-01,중단,불가능,13344,13626,1.55,0,0,13344,13626,1.55,0,0,1.24,0.65,0,0,0.94,1.37,0,0
연금저축생명보험,연금저축스마트하이드림연금보험,한화생명보험,금리연동형,2014-01-13,중단,불가능,12435,13488,3.85,0,0,12435,13488,3.85,0,0,4.28,3.96,3.03,-0.22,0.48,0.6,0.75,1.31
연금저축생명보험,한화생명 e연금저축보험 무배당,한화생명보험,금리연동형,2017-04-08,중단,불가능,12688,13352,1.9,0,0,12688,13352,1.9,0,0,1.69,1.46,0.74,0,0.67,0.89,1.52,0
연금저축생명보험,연금저축미래로기업복지연금보험,한화생명보험,금리연동형,2015-01-02,중단,불가능,12906,13285,1.5,0,0,12906,13285,1.5,0,0,1.55,1.32,0.84,-3.7,0.78,0.96,1.21,3.86
연금저축생명보험,연금저축 참알찬연금보험Ⅲ,신한라이프생명보험,금리연동형,2009-04-01,중단,불가능,17672,12943,1.81,0,0,17672,12943,1.81,0,0,1.85,1.75,1.74,1.71,0.14,0.15,0.2,0.4
연금저축생명보험,한화생명 연금저축스마트하이드림연금보험,한화생명보험,금리연동형,2020-04-01,중단,불가능,13292,12878,-0.16,0,0,13292,12878,-0.16,0,0,-0.52,0,0,0,2.16,0,0,0
연금저축생명보험,연금저축골드연금보험B1.5無,삼성생명보험,금리연동형,2017-01-01,중단,불가능,12196,12815,2.15,0,0,12196,12815,2.15,0,0,1.81,1.4,0.86,0,0.79,1.07,1.66,0
연금저축생명보험,(무)행복knowhow플러스연금저축보험,하나생명보험,금리연동형,2017-07-17,중단,가능,12226,12738,1.85,0,0,12226,12738,1.85,0,0,1.59,1.25,0.16,0,0.96,1.29,2.35,0
연금저축생명보험,무배당 IBK 세액공제연금저축보험_2007,아이비케이연금보험 ,금리연동형,2020-07-01,중단,불가능,12679,12730,1.5,0,0,12679,12730,1.5,0,0,0.66,0,0,0,2.23,0,0,0
연금저축생명보험,연금저축스마트하이드림연금보험,한화생명보험,금리연동형,2013-06-29,중단,불가능,11327,12662,3.91,0,0,11327,12662,3.91,0,0,5.31,4.81,4.11,1.01,0.41,0.51,0.64,1.01
연금저축생명보험,연금저축 참알찬연금보험Ⅳ,신한라이프생명보험,금리연동형,2012-04-02,중단,불가능,20367,12650,1.54,0,0,20367,12650,1.54,0,0,1.59,1.54,1.45,1.23,0.15,0.25,0.45,0.89
연금저축생명보험,연금저축 무배당 KDB다이렉트연금보험,케이디비생명보험,금리연동형,2016-01-01,중단,불가능,11331,12621,3.02,0,0,11331,12621,3.02,0,0,2.72,2.42,2.11,0,0.43,0.58,0.87,0
연금저축생명보험,연금저축 IBK연금보험_1504,아이비케이연금보험 ,금리연동형,2015-04-01,중단,불가능,11858,12571,1.87,0,0,11858,12571,1.87,0,0,1.88,1.66,1.34,0,0.66,0.89,1.2,0
연금저축생명보험,연금저축 하이드림Free연금보험,한화생명보험,금리연동형,2012-04-01,중단,불가능,11065,12359,3.21,0,0,11065,12359,3.21,0,0,4.81,4.61,3.63,1.78,0.23,0.33,0.5,0.86
연금저축생명보험,연금저축교보First연금보험,교보생명보험,금리연동형,2018-11-01,중단,불가능,12238,12342,1.45,0,0,12238,12342,1.45,0,0,1.12,0.33,0,0,1.25,3.2,0,0
연금저축생명보험,연금저축뉴그린필드연금보험,흥국생명보험,금리연동형,2011-04-01,중단,불가능,10105,12313,3.06,0,0,10105,12313,3.06,0,0,2.86,2.76,2.61,2.21,0.14,0.24,0.39,0.78
연금저축생명보험,신한참연금저축보험,신한라이프생명보험,금리연동형,2013-05-13,중단,불가능,16654,12162,1.86,0,0,16654,12162,1.86,0,0,1.89,1.59,1.48,1.09,0.28,0.35,0.49,0.99
연금저축생명보험,한화생명 연금저축미래로기업복지연금보험,한화생명보험,금리연동형,2015-07-01,중단,불가능,11936,12152,1.32,0,0,11936,12152,1.32,0,0,1.07,0.81,0.48,0,0.76,0.95,1.25,0
연금저축생명보험,연금저축미래로기업복지연금보험,한화생명보험,금리연동형,2013-06-29,중단,불가능,11286,12029,2.57,0,0,11286,12029,2.57,0,0,1.98,1.51,1.25,0.74,0.48,0.61,0.78,1.32
연금저축생명보험,한화생명 연금저축스마트하이드림연금보험,한화생명보험,금리연동형,2015-04-01,중단,불가능,11462,12000,2.13,0,0,11462,12000,2.13,0,0,2.24,2.31,1.47,0,0.58,0.76,1.03,0
연금저축생명보험,연금저축 나이스플랜연금보험Ⅹ(60세),에이비엘생명보험,금리연동형,2012-07-01,중단,불가능,11055,11948,2.47,0,0,11055,11948,2.47,0,0,2.2,1.78,1.51,1.07,0.44,0.63,0.84,1.32
연금저축생명보험,연금저축 LIG라이프플랜보험,DGB생명보험,금리연동형,2006-05-15,중단,불가능,11706,11884,2.44,0,0,11706,11884,2.44,0,0,2.6,2.56,2.65,2.67,0.11,0.12,0.14,0.27
연금저축생명보험,연금저축 SAVE PLUS연금보험1510B,미래에셋생명보험,금리연동형,2015-10-01,중단,불가능,16994,11881,1.36,0,0,16994,11881,1.36,0,0,1.34,1.15,0.89,0,0.37,0.55,0.85,0
연금저축생명보험,연금저축 미래로기업복지연금보험,한화생명보험,금리연동형,2010-01-01,중단,불가능,10463,11863,1.86,0,0,10463,11863,1.86,0,0,1.98,1.92,1.88,1.73,0.43,0.46,0.57,0.75
연금저축생명보험,무배당라이프플래닛e연금저축보험(유니버셜),교보라이프플래닛생명보험,금리연동형,2016-04-01,중단,불가능,10801,11748,2.3,0,0,10801,11748,2.3,0,0,2.16,1.91,1.68,0,0.41,0.6,0.94,0
연금저축생명보험,한화생명 e연금저축보험 무배당,한화생명보험,금리연동형,2017-01-01,중단,불가능,11072,11682,1.74,0,0,11072,11682,1.74,0,0,2.01,1.54,0.94,0,0.64,0.84,1.3,0
연금저축생명보험,한화생명 연금저축미래로기업복지연금보험,한화생명보험,금리연동형,2021-07-01,중단,불가능,11875,11587,0.25,0,0,11875,11587,0.25,0,0,-1.8,0,0,0,3.81,0,0,0
연금저축생명보험,NH온라인연금저축보험(무배당),농협생명보험,금리연동형,2018-04-01,중단,불가능,11174,11561,1.87,0,0,11174,11561,1.87,0,0,1.56,1.01,0,0,0.93,1.36,0,0
연금저축생명보험,연금저축 하이드림Free연금보험,한화생명보험,금리연동형,2012-07-01,중단,불가능,10218,11458,3.92,0,0,10218,11458,3.92,0,0,6.15,5.84,4.59,1.8,0.26,0.35,0.52,0.87
연금저축생명보험,연금저축세테크연금보험,흥국생명보험,금리연동형,2003-09-03,중단,불가능,4013,11444,5.37,0,0,4013,11444,5.37,0,0,4.67,4.26,4.11,3.98,0.04,0.04,0.04,0.05
연금저축생명보험,연금저축 무배당 KDB다이렉트연금보험,케이디비생명보험,금리연동형,2013-04-01,중단,불가능,9342,11317,3.86,0,0,9342,11317,3.86,0,0,3.35,2.96,2.74,2.19,0.36,0.43,0.55,1.06
연금저축생명보험,연금저축 SAVE PLUS연금보험1604,미래에셋생명보험,금리연동형,2016-04-01,중단,불가능,14768,11047,1.27,0,0,14768,11047,1.27,0,0,1.07,0.79,0.36,0,0.62,0.9,1.39,0
연금저축생명보험,연금저축 무배당 KDB다이렉트연금보험,케이디비생명보험,금리연동형,2019-04-01,중단,불가능,10616,10905,1.86,0,0,10616,10905,1.86,0,0,1.44,0.24,0,0,1.18,2.35,0,0
연금저축생명보험,연금저축 IBK연금보험_1604,아이비케이연금보험 ,금리연동형,2016-04-01,중단,불가능,10444,10857,1.61,0,0,10444,10857,1.61,0,0,1.53,1.34,0.87,0,0.81,1.07,1.55,0
연금저축생명보험,(연금저축)자유적립연금보험,케이디비생명보험,금리연동형,2012-07-02,중단,불가능,9345,10830,3.36,0,0,9345,10830,3.36,0,0,3.23,2.77,2.34,1.71,0.29,0.37,0.6,1.06
연금저축생명보험,연금저축그린필드연금보험Ⅳ,흥국생명보험,금리연동형,2007-12-01,중단,불가능,7839,10664,3.35,0,0,7839,10664,3.35,0,0,2.97,2.64,2.56,2.49,0.13,0.14,0.15,0.35
연금저축생명보험,(연금저축)자유적립연금보험Ⅱ,케이디비생명보험,금리연동형,2006-06-20,중단,불가능,6691,10591,4.03,0,0,6691,10591,4.03,0,0,3.69,3.26,3.07,2.96,0.21,0.22,0.23,0.34
연금저축생명보험,e-NH연금저축보험(무배당)_1904,농협생명보험,금리연동형,2019-04-01,중단,불가능,10315,10541,2.15,0,0,10315,10541,2.15,0,0,1.3,0.19,0,0,1.15,2.13,0,0
연금저축생명보험,연금저축교보기업복지연금보험,교보생명보험,금리연동형,2009-03-30,중단,불가능,9208,10474,2.54,0,0,9208,10474,2.54,0,0,2.41,2.12,1.94,1.75,0.5,0.61,0.65,0.87
연금저축생명보험,(연금저축)New-노후사랑연금보험(확정연금형),케이디비생명보험,금리연동형,2005-01-13,중단,불가능,6192,10462,4.28,0,0,6192,10462,4.28,0,0,3.96,3.52,3.31,3.24,0.24,0.23,0.24,0.25
연금저축생명보험,연금저축수호천사한아름연금,동양생명보험,금리연동형,2009-12-31,중단,불가능,10967,10447,2.11,0,0,10967,10447,2.11,0,0,2.02,2.05,2.24,2.19,0.15,0.17,0.26,0.54
연금저축생명보험,무배당 알리안츠연금저축보험(60세),에이비엘생명보험,금리연동형,2016-01-01,중단,불가능,9854,10156,1.69,0,0,9854,10156,1.69,0,0,1.5,1.28,1.02,0,0.93,1.2,1.71,0
연금저축생명보험,연금저축세테크연금보험,흥국생명보험,금리연동형,2004-03-01,중단,불가능,4333,10120,5.79,0,0,4333,10120,5.79,0,0,5.02,4.4,4.17,4,0.03,0.03,0.03,0.04
연금저축생명보험,연금저축 IBK연금보험_1801,아이비케이연금보험 ,금리연동형,2018-01-01,중단,불가능,10116,10119,1.14,0,0,10116,10119,1.14,0,0,0.87,0.36,0,0,1.37,1.96,0,0
연금저축생명보험,연금저축 수호천사 더블파워연금(10년납이상),동양생명보험,금리연동형,2021-03-25,중단,불가능,10200,10111,-1.63,124.03,2.5,10200,10111,-1.63,124.03,2.5,-7.16,0,0,0,9.41,0,0,0
연금저축생명보험,MAX 연금보험 연금저축(법인),푸본현대생명보험,금리연동형,2021-01-01,중단,불가능,10350,10066,-0.99,122.6,2.26,10350,10066,-0.99,122.6,2.26,0,0,0,0,8.03,0,0,0
연금저축생명보험,연금저축골드연금보험(2401),삼성생명보험,금리연동형,2024-01-01,판매,불가능,10887,10021,-36.3,118.6,2.48,10887,10021,-36.3,118.6,2.48,0,0,0,0,0,0,0,0
연금저축생명보험,한화생명 e연금저축보험 무배당,한화생명보험,금리연동형,2015-07-01,중단,불가능,9210,10015,2.29,0,0,9210,10015,2.29,0,0,2.28,2.1,1.7,0,0.45,0.6,0.79,0
연금저축생명보험,한화생명 b연금저축보험 무배당,한화생명보험,금리연동형,2018-04-01,중단,불가능,9904,9883,1.09,0,0,9904,9883,1.09,0,0,1.11,0.19,0,0,1.06,1.58,0,0
연금저축생명보험,연금저축 나이스플랜연금보험Ⅱ(60세),에이비엘생명보험,금리연동형,2002-01-01,중단,불가능,6647,9876,3.87,0,0,6647,9876,3.87,0,0,3.53,3.14,3.02,3.02,0.21,0.21,0.22,0.24
연금저축생명보험,연금저축 나이스플랜연금보험Ⅴ(60세),에이비엘생명보험,금리연동형,2005-04-01,중단,불가능,7341,9573,3.13,0,0,7341,9573,3.13,0,0,3.04,2.7,2.57,2.56,0.21,0.23,0.25,0.29
연금저축생명보험,연금저축 KDB연금보험,케이디비생명보험,금리연동형,2013-04-01,중단,불가능,8663,9555,2.69,0,0,8663,9555,2.69,0,0,2.38,2.04,1.84,1.13,0.34,0.42,0.58,1.26
연금저축생명보험,연금저축베스트라이프연금보험,교보생명보험,금리연동형,2001-04-01,중단,불가능,10473,9527,2.3,0,0,10473,9527,2.3,0,0,2.36,2.22,2.26,2.29,0.11,0.15,0.14,0.16
연금저축생명보험,연금저축수호천사더블파워연금(10년납이상),동양생명보험,금리연동형,2015-04-01,중단,불가능,8912,9205,2.65,0,0,8912,9205,2.65,0,0,2.12,1.63,1.24,0,0.5,0.8,1.17,0
연금저축생명보험,연금저축교보연금보험,교보생명보험,금리연동형,2013-03-01,중단,불가능,8405,9197,2.67,0,0,8405,9197,2.67,0,0,2.46,2.08,1.76,1.16,0.35,0.74,0.78,1.34
연금저축생명보험,연금저축 우리희망연금보험(v.1.1),DGB생명보험,금리연동형,2009-12-31,중단,불가능,11366,9179,2.17,0,0,11366,9179,2.17,0,0,2.13,2.04,2.23,2.16,0.12,0.16,0.24,0.49
연금저축생명보험,인터넷연금저축보험1.4無,삼성생명보험,금리연동형,2016-01-02,중단,불가능,8382,9144,2.57,0,0,8382,9144,2.57,0,0,2.34,1.99,1.77,0,0.47,0.63,0.9,0
연금저축생명보험,연금저축수호천사한아름연금2형(확정연금형),동양생명보험,금리연동형,2006-09-29,중단,불가능,7658,8995,2.41,0,0,7658,8995,2.41,0,0,2.64,2.54,2.76,2.82,0.15,0.16,0.17,0.29
연금저축생명보험,무배당 연금저축 IBK e-연금보험_1704,아이비케이연금보험 ,금리연동형,2017-04-01,중단,불가능,8382,8875,2.27,0,0,8382,8875,2.27,0,0,1.94,1.6,0.77,0,0.74,1,1.79,0
연금저축생명보험,한화생명 연금저축미래로기업복지연금보험,한화생명보험,금리연동형,2018-01-01,중단,불가능,8893,8720,0.26,0,0,8893,8720,0.26,0,0,0.46,-0.06,-4.94,0,1.17,1.6,4.94,0
연금저축생명보험,연금저축 동부 프리미엄 연금보험,DB생명보험,금리연동형,2010-01-01,중단,불가능,7018,8625,3.1,0,0,7018,8625,3.1,0,0,2.79,2.49,2.35,2,0.21,0.26,0.38,0.67
연금저축생명보험,한화생명 연금저축 미래로기업복지연금보험,한화생명보험,금리연동형,2023-07-15,중단,불가능,8490,8520,0.42,0,0,8490,8520,0.42,0,0,0,0,0,0,0,0,0,0
연금저축생명보험,연금저축하이드림연금보험,한화생명보험,금리연동형,2013-03-20,중단,불가능,7785,8513,2.39,0,0,7785,8513,2.39,0,0,2.43,2.19,2.02,1.15,0.43,0.6,0.8,1.26
연금저축생명보험,(연금저축)자유적립연금보험Ⅳ,케이디비생명보험,금리연동형,2009-12-31,중단,불가능,7134,8495,2.97,0,0,7134,8495,2.97,0,0,2.88,2.53,2.41,2.08,0.23,0.24,0.3,0.59
연금저축생명보험,무배당 IBK e-세액공제연금저축보험_2007,아이비케이연금보험 ,금리연동형,2020-07-01,중단,불가능,8333,8444,1.77,0,0,8333,8444,1.77,0,0,1.01,0,0,0,1.88,0,0,0
연금저축생명보험,(연금저축)자유적립연금보험Ⅱ,케이디비생명보험,금리연동형,2007-07-02,중단,불가능,5456,8429,4.3,0,0,5456,8429,4.3,0,0,4.09,3.91,3.75,3.41,0.2,0.21,0.23,0.4
연금저축생명보험,연금저축수호천사더블파워연금(10년납이상),동양생명보험,금리연동형,2016-04-01,중단,불가능,8267,8355,2.18,0,0,8267,8355,2.18,0,0,1.6,1.04,0.52,0,0.73,1.04,1.59,0
연금저축생명보험,한화생명 연금저축미래로기업복지연금보험,한화생명보험,금리연동형,2017-01-01,중단,불가능,8255,8263,1.04,0,0,8255,8263,1.04,0,0,0.71,0.48,-0.3,0,0.94,1.23,1.91,0
연금저축생명보험,e-NH연금저축보험(무배당)_2101,농협생명보험,금리연동형,2021-01-01,중단,불가능,8318,8251,0.59,0,0,8318,8251,0.59,0,0,-1.66,0,0,0,3.92,0,0,0
연금저축생명보험,연금저축 무배당 KDB다이렉트연금보험,케이디비생명보험,금리연동형,2014-04-01,중단,불가능,7023,8170,3.68,0,0,7023,8170,3.68,0,0,3.28,2.93,2.64,1.77,0.33,0.39,0.59,1.42
연금저축생명보험,(무)하나e연금저축보험,하나생명보험,금리연동형,2019-11-01,중단,가능,8058,8143,1.43,0,0,8058,8143,1.43,0,0,0.93,-1.69,0,0,1.52,3.93,0,0
연금저축생명보험,삼성 인터넷NEW연금저축보험(2305)_임직원,삼성생명보험,금리연동형,2023-05-01,중단,불가능,8066,8114,0.75,0,0,8066,8114,0.75,0,0,0,0,0,0,0,0,0,0
연금저축생명보험,한화생명 e연금저축보험 무배당,한화생명보험,금리연동형,2019-03-30,중단,불가능,8031,8075,1.49,0,0,8031,8075,1.49,0,0,0.82,-0.37,0,0,1.12,2.06,0,0
연금저축생명보험,연금저축 무배당 KDB다이렉트연금보험,케이디비생명보험,금리연동형,2016-07-01,중단,불가능,7301,8024,2.61,0,0,7301,8024,2.61,0,0,2.41,2.18,1.88,0,0.43,0.63,0.96,0
연금저축생명보험,무배당 신한연금저축보험Premium,신한라이프생명보험,금리연동형,2019-01-01,중단,불가능,9776,7983,1.27,0,0,9776,7983,1.27,0,0,0.93,0.39,0,0,1.03,2.04,0,0
연금저축생명보험,(연금저축)자유적립연금보험Ⅳ,케이디비생명보험,금리연동형,2010-05-01,중단,불가능,6796,7952,2.96,0,0,6796,7952,2.96,0,0,2.9,2.56,2.42,2.03,0.23,0.25,0.31,0.65
연금저축생명보험,연금저축그린필드연금보험Ⅳ,흥국생명보험,금리연동형,2009-02-01,중단,불가능,5910,7870,3.37,0,0,5910,7870,3.37,0,0,3.01,2.65,2.64,2.53,0.15,0.15,0.2,0.39
연금저축생명보험,연금저축 NEW SAVE연금보험1602,미래에셋생명보험,금리연동형,2016-01-18,중단,불가능,10109,7855,1.11,0,0,10109,7855,1.11,0,0,0.86,0.53,0.01,0,0.88,1.19,1.72,0
연금저축생명보험,연금저축그린필드연금보험Ⅳ,흥국생명보험,금리연동형,2008-06-02,중단,불가능,6008,7822,3.3,0,0,6008,7822,3.3,0,0,2.96,2.62,2.56,2.46,0.12,0.13,0.19,0.4
연금저축생명보험,한화생명 e연금저축보험 무배당,한화생명보험,금리연동형,2018-01-01,중단,불가능,7375,7627,1.84,0,0,7375,7627,1.84,0,0,1.54,1.17,-2.17,0,0.81,1.11,3.44,0
연금저축생명보험,무배당 연금저축 KT단체연금보험_1701,아이비케이연금보험 ,금리연동형,2017-01-01,중단,불가능,6794,7482,2.6,0,0,6794,7482,2.6,0,0,2.38,2.2,1.94,0,0.39,0.48,0.72,0
연금저축생명보험,(무)하나e연금저축보험,하나생명보험,금리연동형,2020-06-01,중단,가능,7449,7480,1.27,0,0,7449,7480,1.27,0,0,0.61,-6.14,0,0,1.82,7.36,0,0
연금저축생명보험,연금저축 SAVE PLUS연금보험1601B,미래에셋생명보험,금리연동형,2016-01-01,중단,불가능,10532,7448,1.3,0,0,10532,7448,1.3,0,0,1.24,0.97,0.58,0,0.49,0.74,1.16,0
연금저축생명보험,인터넷연금저축보험1.3無,삼성생명보험,금리연동형,2015-09-01,중단,불가능,6839,7408,2.44,0,0,6839,7408,2.44,0,0,2.21,1.84,1.66,0,0.57,0.74,1,0
연금저축생명보험,연금저축 수호천사 더블파워연금(10년납이상),동양생명보험,금리연동형,2020-01-01,중단,불가능,7819,7391,0.62,0,0,7819,7391,0.62,0,0,-0.21,-7.92,0,0,2.35,8.14,0,0
연금저축생명보험,연금저축그린필드연금보험Ⅳ,흥국생명보험,금리연동형,2009-09-01,중단,불가능,5723,7291,3.23,0,0,5723,7291,3.23,0,0,3.03,2.64,2.66,2.51,0.17,0.17,0.24,0.46
연금저축생명보험,연금저축 나이스플랜연금보험ⅩⅣ(60세),에이비엘생명보험,금리연동형,2015-04-01,중단,불가능,7028,7240,1.63,0,0,7028,7240,1.63,0,0,1.5,1.19,0.87,0,0.87,1.04,1.36,0
